-320  0.02529239  0.02044715  0  5.410847E-7  458.62
-315  0.02798997  0.02297756  0  5.493441E-7  457.5271
-310  0.03011578  0.02577741  0  5.681813E-7  456.4395
-305  0.03325214  0.02887051  0  5.974527E-7  455.357
-300  0.03607235  0.03228207  0  6.333713E-7  454.2796
-295  0.03859935  0.03603858  0  6.758642E-7  453.2073
-290  0.04201157  0.04016793  0  7.425673E-7  452.14
-285  0.04465254  0.04469951  0  8.746901E-7  451.0778
-280  0.04751929  0.04966398  0  1.151698E-6  450.0205
-275  0.05053742  0.05509283  0  1.745079E-6  448.9682
-270  0.05401915  0.06101836  0  3.02467E-6  447.9208
-265  0.05681732  0.06747359  0  5.783952E-6  446.8782
-260  0.0603565  0.07449204  0  1.156561E-5  445.8406
-255  0.06348869  0.08210711  0  2.352963E-5  444.8077
-250  0.06823114  0.09035195  0  4.78607E-5  443.7796
-245  0.0730502  0.09925907  0  9.576192E-5  442.7562
-240  0.07803005  0.1088599  0  0.0001848731  441.7375
-235  0.08787318  0.1191846  0  0.0003386451  440.7236
-230  0.09599666  0.1302616  9.11234E-5  0.0005822841  439.7142
-225  0.1060261  0.1421173  8.788563E-5  0.0009371242  438.7095
-220  0.1192249  0.1547758  0.0005316443  0.001417542  437.7094
-215  0.1332118  0.1682582  0.001010482  0.002035588  436.7138
-210  0.1519705  0.1825821  0.001535687  0.002810892  435.7227
-205  0.1728948  0.1977611  0.001687703  0.003777292  434.7361
-200  0.1892527  0.2138055  0.003272186  0.004978996  433.754
-195  0.2178699  0.230721  0.004412004  0.006464051  432.7763
-190  0.2409984  0.2485083  0.006292179  0.008282697  431.803
-185  0.2644684  0.2671622  0.008514356  0.01049101  430.834
-180  0.2992022  0.2866709  0.01190542  0.01315014  429.8694
-175  0.324606  0.3070165  0.0154395  0.01632345  428.9092
-170  0.352047  0.3281743  0.01977636  0.02008127  427.9532
-165  0.3818099  0.3501124  0.0239993  0.02450779  427.0014
-160  0.4073286  0.3727912  0.03046995  0.02969532  426.0539
-155  0.4378538  0.3961635  0.03811595  0.0357437  425.1105
-150  0.466567  0.4201748  0.04670136  0.04276292  424.1714
-145  0.4892577  0.4447641  0.05532172  0.05088097  423.2364
-140  0.5219732  0.469864  0.06370195  0.06024144  422.3054
-135  0.5461336  0.4954007  0.07442687  0.07100382  421.3786
-130  0.5686092  0.5212951  0.09212283  0.08333813  420.4558
-125  0.5979976  0.5474634  0.1059555  0.0974209  419.5371
-120  0.6215657  0.5738177  0.1232157  0.113415  418.6224
-115  0.6460407  0.6002665  0.1439083  0.1314838  417.7116
-110  0.6692211  0.626715  0.1629711  0.1517451  416.8048
-105  0.6920685  0.6530646  0.1877959  0.1742629  415.902
-100  0.7174992  0.6792149  0.2050297  0.199029  415.003
-95  0.7414023  0.7050631  0.2391264  0.225942  414.1079
-90  0.7692926  0.7305047  0.2624662  0.2549056  413.2167
-85  0.7997703  0.755433  0.2936781  0.2857609  412.3293
-80  0.8179263  0.7797403  0.3207231  0.3183887  411.4457
-75  0.8382958  0.8033177  0.352065  0.3526898  410.5659
-70  0.8610422  0.8260569  0.3876419  0.3885988  409.6898
-65  0.882709  0.8478499  0.4180794  0.4260315  408.8175
-60  0.9052435  0.8685885  0.4623076  0.4647957  407.9489
-55  0.914864  0.8881651  0.4877763  0.5046798  407.0839
-50  0.9305408  0.9064739  0.5369357  0.5454982  406.2226
-45  0.9449901  0.9234118  0.563812  0.5870276  405.365
-40  0.9551865  0.93888  0.6209641  0.6289716  404.5109
-35  0.9654038  0.9527847  0.6552008  0.6709974  403.6605
-30  0.9745643  0.9650369  0.6997955  0.7126788  402.8136
-25  0.9838658  0.9755543  0.7324086  0.7536351  401.9703
-20  0.9920632  0.9842651  0.7922328  0.7934795  401.1305
-15  0.9971963  0.9911081  0.8083554  0.8317106  400.2942
-10  1  0.9960342  0.848112  0.8677311  399.4614
-5  0.9989106  0.9990062  0.8932056  0.9010094  398.632
0  0.9980226  1  0.916989  0.9309309  397.8061
5  0.9958318  0.9990062  0.9638639  0.9566856  396.9836
10  0.9884645  0.9960342  0.9594826  0.9773818  396.1644
15  0.9803069  0.9911081  0.9884724  0.9921465  395.3487
20  0.9725606  0.9842651  0.9794193  1  394.5363
25  0.9618214  0.9755543  1  0.9999235  393.7272
30  0.950749  0.9650369  0.9888291  0.9911208  392.9215
35  0.9381496  0.9527847  0.9718465  0.9729355  392.119
40  0.924216  0.93888  0.9363644  0.9448704  391.3198
45  0.9107478  0.9234118  0.9169331  0.9069549  390.5239
50  0.8906302  0.9064739  0.8681821  0.8595566  389.7312
55  0.8752296  0.8881651  0.8107482  0.8035512  388.9417
60  0.8578737  0.8685885  0.7483006  0.7403926  388.1554
65  0.833817  0.8478499  0.6782465  0.6718789  387.3723
70  0.8146862  0.8260569  0.6026642  0.6001587  386.5923
75  0.7946486  0.8033177  0.5296634  0.5274932  385.8155
80  0.7703144  0.7797403  0.4577047  0.4560363  385.0417
85  0.7471506  0.755433  0.3881191  0.387817  384.2711
90  0.7214367  0.7305047  0.3280453  0.324442  383.5036
95  0.6974704  0.7050631  0.2669219  0.267122  382.7391
100  0.678372  0.6792149  0.2143611  0.2165856  381.9776
105  0.6513076  0.6530646  0.1709534  0.1730366  381.2192
110  0.6302855  0.626715  0.1368569  0.136333  380.4638
115  0.6095257  0.6002665  0.1060269  0.1059955  379.7114
120  0.5802262  0.5738177  0.08287253  0.08136739  378.9619
125  0.5582861  0.5474634  0.0633847  0.0616719  378.2154
130  0.5320146  0.5212951  0.04874171  0.04613022  377.4718
