-320  6.004894E-6
-318.75  6.333366E-6
-317.5  6.676694E-6
-316.25  7.04101E-6
-315  7.432643E-6
-313.75  7.857602E-6
-312.5  8.32105E-6
-311.25  8.826811E-6
-310  9.376978E-6
-308.75  9.971661E-6
-307.5  1.060892E-5
-306.25  1.128491E-5
-305  1.199429E-5
-303.75  1.273087E-5
-302.5  1.348844E-5
-301.25  1.426191E-5
-300  1.504848E-5
-298.75  1.584907E-5
-297.5  1.66696E-5
-296.25  1.752225E-5
-295  1.842654E-5
-293.75  1.940993E-5
-292.5  2.050804E-5
-291.25  2.17642E-5
-290  2.322832E-5
-288.75  2.495508E-5
-287.5  2.70014E-5
-286.25  2.94234E-5
-285  3.227302E-5
-283.75  3.55945E-5
-282.5  3.942106E-5
-281.25  4.377218E-5
-280  4.865161E-5
-278.75  5.404652E-5
-277.5  5.992795E-5
-276.25  6.625261E-5
-275  7.296604E-5
-273.75  8.000688E-5
-272.5  8.731212E-5
-271.25  9.482261E-5
-270  0.0001024886
-268.75  0.0001102746
-267.5  0.0001181633
-266.25  0.0001261572
-265  0.0001342796
-263.75  0.0001425727
-262.5  0.0001510947
-261.25  0.0001599147
-260  0.0001691081
-258.75  0.000178751
-257.5  0.0001889152
-256.25  0.0001996657
-255  0.0002110582
-253.75  0.0002231404
-252.5  0.0002359542
-251.25  0.00024954
-250  0.0002639422
-248.75  0.0002792152
-247.5  0.0002954289
-246.25  0.0003126733
-245  0.0003310616
-243.75  0.000350731
-242.5  0.000371842
-241.25  0.0003945756
-240  0.0004191296
-238.75  0.0004457129
-237.5  0.0004745402
-236.25  0.0005058255
-235  0.0005397756
-233.75  0.0005765822
-232.5  0.0006164141
-231.25  0.000659407
-230  0.0007056528
-228.75  0.0007551863
-227.5  0.0008079717
-226.25  0.0008638888
-225  0.0009227192
-223.75  0.0009841362
-222.5  0.001047698
-221.25  0.001112846
-220  0.001178916
-218.75  0.001245145
-217.5  0.001310707
-216.25  0.001374737
-215  0.001436376
-213.75  0.001494822
-212.5  0.001549375
-211.25  0.0015995
-210  0.001644875
-208.75  0.001685443
-207.5  0.001721462
-206.25  0.001753543
-205  0.00178268
-203.75  0.001810276
-202.5  0.001838149
-201.25  0.001868537
