1415,1.241e-07
1415.3,1.544e-07
1415.6,1.848e-07
1415.9,2.029e-07
1416.2,2.211e-07
1416.5,1.87e-07
1416.8,1.529e-07
1417.1,1.617e-07
1417.4,1.706e-07
1417.7,1.859e-07
1418,2.012e-07
1418.3,1.888e-07
1418.6,1.764e-07
1418.9,2.109e-07
1419.2,2.453e-07
1419.5,2.628e-07
1419.8,2.804e-07
1420.1,3.329e-07
1420.4,3.855e-07
1420.7,3.062e-07
1421,2.269e-07
1421.3,2.616e-07
1421.6,2.963e-07
1421.9,2.646e-07
1422.2,2.329e-07
1422.5,2.16e-07
1422.8,1.992e-07
1423.1,2.373e-07
1423.4,2.755e-07
1423.7,3.022e-07
1424,3.288e-07
1424.3,3.872e-07
1424.6,4.457e-07
1424.9,4.002e-07
1425.2,3.548e-07
1425.5,3.745e-07
1425.8,3.943e-07
1426.1,3.077e-07
1426.4,2.212e-07
1426.7,3.5e-07
1427,4.789e-07
1427.3,4.398e-07
1427.6,4.007e-07
1427.9,4.744e-07
1428.2,5.48e-07
1428.5,5.739e-07
1428.8,5.997e-07
1429.1,5.426e-07
1429.4,4.855e-07
1429.7,4.694e-07
1430,4.533e-07
1430.3,4.31e-07
1430.6,4.088e-07
1430.9,4.583e-07
1431.2,5.078e-07
1431.5,4.616e-07
1431.8,4.153e-07
1432.1,5.109e-07
1432.4,6.065e-07
1432.7,5.947e-07
1433,5.828e-07
1433.3,6.239e-07
1433.6,6.65e-07
1433.9,6.576e-07
1434.2,6.502e-07
1434.5,5.88e-07
1434.8,5.258e-07
1435.1,5.912e-07
1435.4,6.565e-07
1435.7,6.165e-07
1436,5.764e-07
1436.3,5.571e-07
1436.6,5.378e-07
1436.9,6.141e-07
1437.2,6.903e-07
1437.5,7.666e-07
1437.8,8.428e-07
1438.1,8.143e-07
1438.4,7.858e-07
1438.7,7.359e-07
1439,6.86e-07
1439.3,7.408e-07
1439.6,7.956e-07
1439.9,8.301e-07
1440.2,8.647e-07
1440.5,6.811e-07
1440.8,4.976e-07
1441.1,5.753e-07
1441.4,6.53e-07
1441.7,7.469e-07
1442,8.408e-07
1442.3,8.817e-07
1442.6,9.225e-07
1442.9,1.008e-06
1443.2,1.093e-06
1443.5,1.086e-06
1443.8,1.079e-06
1444.1,1.034e-06
1444.4,9.893e-07
1444.7,1.16e-06
1445,1.331e-06
1445.3,1.205e-06
1445.6,1.078e-06
1445.9,1.015e-06
1446.2,9.512e-07
1446.5,1.086e-06
1446.8,1.221e-06
1447.1,1.281e-06
1447.4,1.34e-06
1447.7,1.473e-06
1448,1.606e-06
1448.3,1.466e-06
1448.6,1.327e-06
1448.9,1.347e-06
1449.2,1.367e-06
1449.5,1.279e-06
1449.8,1.19e-06
1450.1,1.29e-06
1450.4,1.389e-06
1450.7,1.504e-06
1451,1.619e-06
1451.3,1.405e-06
1451.6,1.191e-06
1451.9,1.288e-06
1452.2,1.386e-06
1452.5,1.453e-06
1452.8,1.52e-06
1453.1,1.505e-06
1453.4,1.489e-06
1453.7,1.434e-06
1454,1.379e-06
1454.3,1.353e-06
1454.6,1.327e-06
1454.9,1.42e-06
1455.2,1.513e-06
1455.5,1.761e-06
1455.8,2.008e-06
1456.1,2.037e-06
1456.4,2.066e-06
1456.7,2.128e-06
1457,2.189e-06
1457.3,2.135e-06
1457.6,2.081e-06
