-320  0.0006074135  1.542355  -0.01175432  0.02166217
-318.75  0.0006405109  1.339058  -0.007330576  0.02422341
-317.5  0.0005625992  1.046945  -4.150432E-5  0.02371914
-316.25  0.0005007124  0.6722763  0.008152596  0.02083861
-315  0.0005061301  0.3209623  0.01490587  0.01685067
-313.75  0.0005076109  0.09271686  0.01835886  0.01305998
-312.5  0.0004237773  0  0.01780723  0.01032859
-311.25  0.0002713828  0.04154933  0.0138945  0.008850173
-310  0.0001361989  0.2575684  0.008270613  0.008233822
-308.75  6.940484E-5  0  0.002890079  0.007813596
-307.5  4.971646E-5  0  -0.0007328419  0.007012803
-306.25  3.52975E-5  0  -0.00200183  0.005593762
-305  1.535416E-5  0  -0.001283533  0.003702256
-303.75  3.169238E-6  0  0.0004394808  0.001725136
-302.5  4.416339E-6  0  0.002100547  6.357732E-5
-301.25  1.013778E-5  0  0.003004636  -0.001053535
-300  1.179165E-5  0  0.003020484  -0.001633499
-298.75  9.554037E-6  0  0.002473055  -0.001854194
-297.5  7.135111E-6  0  0.001847826  -0.001928899
-296.25  6.167061E-6  0  0.00149035  -0.001986433
-295  6.228875E-6  0  0.001454706  -0.002027981
-293.75  6.283839E-6  0  0.001550859  -0.001969436
-292.5  5.319223E-6  0  0.001526472  -0.001728903
-291.25  3.263226E-6  0  0.001254877  -0.001299427
-290  1.249384E-6  0  0.0008157936  -0.0007641106
-288.75  2.492313E-7  0  0.0004318936  -0.000250398
-287.5  1.185486E-7  0  0.0003133559  0.0001426769
-286.25  4.208096E-7  0  0.0005130094  0.0003970276
-285  1.108532E-6  0  0.0008811513  0.0005762852
-283.75  1.912877E-6  0  0.001144528  0.0007764879
-282.5  2.241732E-6  0  0.001059008  0.001058411
-281.25  2.263872E-6  0  0.0005441163  0.001402786
-280  3.016604E-6  0  -0.0002782027  0.001714412
-278.75  4.846696E-6  0  -0.00115949  0.001871438
-277.5  6.690001E-6  0  -0.001867115  0.00178994
-276.25  7.478163E-6  0  -0.002308347  0.001466185
-275  7.52869E-6  0  -0.002565421  0.000973295
-273.75  8.154449E-6  0  -0.002825132  0.0004160229
-272.5  1.056765E-5  0  -0.003248234  -0.0001289152
-271.25  1.530431E-5  0  -0.003857284  -0.0006524336
-270  2.179119E-5  0  -0.004508327  -0.001210857
-268.75  2.816604E-5  0  -0.00496128  -0.001884607
-267.5  3.247403E-5  0  -0.005006289  -0.002722335
-266.25  3.461132E-5  0  -0.004572282  -0.003702101
-265  3.648553E-5  0  -0.003756232  -0.004730354
-263.75  3.984869E-5  0  -0.00275909  -0.005677685
-262.5  4.447711E-5  0  -0.001768459  -0.00643037
-261.25  4.875277E-5  0  -0.0008575153  -0.006929462
-260  5.152461E-5  0  4.177107E-5  -0.007177943
-258.75  5.322191E-5  0  0.001077702  -0.007215294
-257.5  5.568714E-5  0  0.002368023  -0.007076695
-256.25  6.096433E-5  0  0.003905127  -0.006761236
-255  6.938149E-5  0  0.005532603  -0.0062267
-253.75  7.838208E-5  0  0.007006207  -0.005412498
-252.5  8.395703E-5  0  0.008103488  -0.00427674
-251.25  8.401467E-5  0  0.008719217  -0.002826644
-250  8.03624E-5  0  0.008893426  -0.001126661
-248.75  7.723396E-5  0  0.008758901  0.0007180603
-247.5  7.797974E-5  0  0.008441642  0.002591991
-246.25  8.291379E-5  0  0.007974067  0.004396367
-245  8.960645E-5  0  0.007271971  0.006060106
-243.75  9.50272E-5  0  0.006188253  0.007532113
-242.5  9.806591E-5  0  0.004611685  0.008763462
-241.25  0.0001004712  7.070803  0.00255339  0.009692852
-240  0.0001050003  7.311641  0.0001715282  0.01024553
