-1280  7.734857E-20  0  -2.767923E-10  -2.710294E-11
-1278.75  2.991465E-15  0  -1.515505E-8  -5.255273E-8
-1277.5  8.263558E-15  0  -2.484758E-8  -8.74423E-8
-1276.25  1.166173E-14  0  -2.927082E-8  -1.039469E-7
-1275  1.149417E-14  0  -2.887966E-8  -1.032479E-7
-1273.75  8.382452E-15  0  -2.457354E-8  -8.819633E-8
-1272.5  4.26161E-15  0  -1.755872E-8  -6.287528E-8
-1271.25  1.111396E-15  0  -9.185501E-9  -3.20472E-8
-1270  9.182649E-19  0  -7.811043E-10  -5.551045E-10
-1268.75  7.846748E-16  0  6.501399E-9  2.724714E-8
-1267.5  2.440244E-15  0  1.180116E-8  4.79685E-8
-1266.25  3.754754E-15  0  1.462255E-8  5.950575E-8
-1265  3.964726E-15  0  1.485731E-8  6.118812E-8
-1263.75  3.050071E-15  0  1.275697E-8  5.373389E-8
-1262.5  1.60232E-15  0  8.8626E-9  3.903555E-8
-1261.25  4.077111E-16  0  3.904118E-9  1.981083E-8
-1260  2.41613E-18  0  -1.315756E-9  -8.27597E-10
-1258.75  4.294012E-16  0  -6.036671E-9  -1.982321E-8
-1257.5  1.289229E-15  0  -9.640085E-9  -3.458754E-8
-1256.25  2.014089E-15  0  -1.172113E-8  -4.332094E-8
-1255  2.190541E-15  0  -1.212551E-8  -4.520524E-8
-1253.75  1.756094E-15  0  -1.09493E-8  -4.045005E-8
-1252.5  9.840766E-16  0  -8.504333E-9  -3.019525E-8
-1251.25  2.930286E-16  0  -5.25676E-9  -1.629095E-8
-1250  4.043521E-18  0  -1.748924E-9  -9.92363E-10
-1248.75  1.813321E-16  0  1.483272E-9  1.338402E-8
-1247.5  6.305828E-16  0  3.985864E-9  2.479306E-8
-1246.25  1.036876E-15  0  5.445148E-9  3.173683E-8
-1245  1.151523E-15  0  5.721942E-9  3.344821E-8
-1243.75  9.212685E-16  0  4.858653E-9  2.996101E-8
-1242.5  4.961276E-16  0  3.060025E-9  2.206272E-8
-1241.25  1.245714E-16  0  6.521156E-10  1.114209E-8
-1240  4.979027E-18  0  -1.973259E-9  -1.041765E-9
-1238.75  1.791021E-16  0  -4.419716E-9  -1.263203E-8
-1237.5  5.219667E-16  0  -6.344059E-9  -2.194811E-8
-1236.25  8.247648E-16  0  -7.502559E-9  -2.772141E-8
-1235  9.167281E-16  0  -7.779865E-9  -2.926093E-8
-1233.75  7.555399E-16  0  -7.197513E-9  -2.652802E-8
-1232.5  4.393806E-16  0  -5.902068E-9  -2.011333E-8
-1231.25  1.408366E-16  0  -4.135908E-9  -1.112344E-8
-1230  5.816334E-18  0  -2.195917E-9  -9.971384E-10
-1228.75  7.617081E-17  0  -3.868154E-10  8.719013E-9
-1227.5  2.766722E-16  0  1.023778E-9  1.660193E-8
-1226.25  4.68057E-16  0  1.842144E-9  2.155605E-8
-1225  5.311276E-16  0  1.972249E-9  2.296166E-8
-1223.75  4.325013E-16  0  1.423824E-9  2.074787E-8
